timestamp, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], temperature.gpu
2026/03/19 15:04:05.744, 40 %, 2 %, 11313 MiB, 15360 MiB, 36
2026/03/19 15:04:08.802, 36 %, 1 %, 11313 MiB, 15360 MiB, 36
2026/03/19 15:04:11.845, 39 %, 2 %, 11313 MiB, 15360 MiB, 36
2026/03/19 15:04:14.892, 40 %, 2 %, 11313 MiB, 15360 MiB, 36
2026/03/19 15:04:17.945, 39 %, 2 %, 11313 MiB, 15360 MiB, 36
2026/03/19 15:04:20.983, 40 %, 2 %, 11313 MiB, 15360 MiB, 36
2026/03/19 15:04:24.023, 37 %, 1 %, 11313 MiB, 15360 MiB, 36
2026/03/19 15:04:27.078, 40 %, 2 %, 11313 MiB, 15360 MiB, 36
2026/03/19 15:04:30.142, 38 %, 1 %, 11313 MiB, 15360 MiB, 36
2026/03/19 15:04:33.194, 39 %, 2 %, 11313 MiB, 15360 MiB, 36
2026/03/19 15:04:36.253, 0 %, 0 %, 11313 MiB, 15360 MiB, 36
